BioMAP Viewer Mixed Profile,Mechanism,BrEPI_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL10/IP-10,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,BrEPI_IL-1b/TNF-a/IFN-g_24:HLA-DR,BrEPI_IL-1b/TNF-a/IFN-g_24:IL-1alpha,BrEPI_IL-1b/TNF-a/IFN-g_24:MMP-1,BrEPI_IL-1b/TNF-a/IFN-g_24:PAI-I,BrEPI_IL-1b/TNF-a/IFN-g_24:SRB,BrEPI_IL-1b/TNF-a/IFN-g_24:tPA,BrEPI_IL-1b/TNF-a/IFN-g_24:uPA,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CD106/VCAM-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Collagen III,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL10/IP-10,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL8/IL-8,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL9/MIG,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:EGFR,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:M-CSF,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:MMP-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:PAI-I,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Proliferation_72hr,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:SRB,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CCL2/MCP-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CD54/ICAM-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CXCL10/IP-10,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:IL-1alpha,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:MMP-9,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:SRB,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:uPA,HUVEC/PBMC_LPS_24:CCL2/MCP-1,HUVEC/PBMC_LPS_24:CD106/VCAM-1,HUVEC/PBMC_LPS_24:CD142/Tissue Factor,HUVEC/PBMC_LPS_24:CD40,HUVEC/PBMC_LPS_24:CD62E/E-Selectin,HUVEC/PBMC_LPS_24:CXCL8/IL-8,HUVEC/PBMC_LPS_24:IL-1alpha,HUVEC/PBMC_LPS_24:M-CSF,HUVEC/PBMC_LPS_24:sPGE2,HUVEC/PBMC_LPS_24:SRB,HUVEC/PBMC_LPS_24:sTNF-alpha,HUVEC/PBMC_SEB/TSST_24:CCL2/MCP-1,HUVEC/PBMC_SEB/TSST_24:CD38,HUVEC/PBMC_SEB/TSST_24:CD40,HUVEC/PBMC_SEB/TSST_24:CD62E/E-Selectin,HUVEC/PBMC_SEB/TSST_24:CD69,HUVEC/PBMC_SEB/TSST_24:CXCL8/IL-8,HUVEC/PBMC_SEB/TSST_24:CXCL9/MIG,HUVEC/PBMC_SEB/TSST_24:PBMC Cytotoxicity,HUVEC/PBMC_SEB/TSST_24:Proliferation,HUVEC/PBMC_SEB/TSST_24:SRB,HUVEC_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,HUVEC_IL-1b/TNF-a/IFN-g_24:CD54/ICAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD62E/E-Selectin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,HUVEC_IL-1b/TNF-a/IFN-g_24:HLA-DR,HUVEC_IL-1b/TNF-a/IFN-g_24:Proliferation,HUVEC_IL-1b/TNF-a/IFN-g_24:SRB,HUVEC_IL-4/Histamine_24:CCL2/MCP-1,HUVEC_IL-4/Histamine_24:CCL26/Eotaxin-3,HUVEC_IL-4/Histamine_24:CD106/VCAM-1,HUVEC_IL-4/Histamine_24:CD62P/P-selectin,HUVEC_IL-4/Histamine_24:CD87/uPAR,HUVEC_IL-4/Histamine_24:SRB,HUVEC_IL-4/Histamine_24:VEGFR2,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:HLA-DR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:IL-6,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:LDLR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:M-CSF,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Proliferation,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Serum Amyloid A,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:SRB
"Trusted, Agents, Picropodophyllin, BSK-C016173, 3333.3 nM",Microtubule disruptor,0.04682431,-0.047694638,-0.00067876,-0.12103276,-0.01580808,-0.068646771,-0.110367617,0.007677843,0.172785981,-0.02483499,-0.06623749,-0.046458714,-0.022718634,0.02068717,-0.02377242,-0.004013718,-0.030176076,-0.001322375,0.051558152,-0.443823286,0.024927403,0.07592193,0.112728665,0.003720096,-0.006450746,0.01428557,-0.04646955,0.001451716,0.025135164,0.030177883,0.007872036,-0.217149589,-0.06847863,-0.315244726,0.002666825,0.043744706,-0.271027914,-0.299376,0.109384007,-0.19618804,-0.346463224,0.016212537,-0.2110256,-0.2402264,0.104785,-0.088462641,0.031172841,-0.019377561,0.009334446,-0.2991382,-0.2162945,-0.040853596,-0.141,0.018063178,-0.066874292,-0.05189562,0.0038166,-0.355207184,0.004884368,-0.003778205,-0.594621685,-0.3758611,-0.2431018,0.132582607,-0.08846588,-0.003958414,-0.1918294,-0.156660483,-0.14591566,0.007358571,0.04184509,-0.101990291,-0.028250807,0.057018735,-0.02070034,0.033030988,0.017478583,-0.115411505,0.2505174,0.1149494,0.074579823,-0.19198064,-0.020593279,-0.01286665
"Trusted, Agents, Pironetin, BSK-C016173, 1111.1 nM",Microtubule disruptor,0.044051574,-0.065729585,-0.02634793,-0.338458827,-0.0507031,-0.017208022,-0.122627229,-0.00397101,0.112584451,-0.02324315,-0.174610267,-0.197754667,-0.157273925,0.03103623,-0.03980299,-0.03640467,-0.047483627,-0.057042017,0.066479397,-0.377754842,-0.003097806,-0.08643908,0.006103193,-0.000615294,-0.003066712,-0.07385955,-0.149549,-0.006905923,-0.007363226,-0.045948408,-0.059774877,-0.564048705,-0.09117258,-0.377063616,-0.079032581,-0.021991948,-0.34983184,-0.4440531,0.161402135,-0.329932747,-0.454674434,-0.011483048,-0.4481576,-0.2707774,-0.01533766,-0.211812421,0.017036835,-0.053150259,0.006635461,-0.2750831,-0.3470944,-0.045265104,-0.248135275,0.014053539,-0.06868874,-0.05593525,-0.024713902,-0.435680091,0.00214893,-0.02814185,-0.912184853,-0.5572848,-0.3199079,0.095148044,-0.5274129,-0.157406051,-0.3489232,-0.381929078,-0.249834473,-0.12356,0.051273747,-0.178926771,-0.008470207,-0.009973475,-0.07257743,0.038586926,0.003196215,-0.284027365,0.2233688,0.1240305,0.050509498,-0.149164208,-0.059534835,-0.04456112
"Trusted, Agents, Pironetin, BSK-C016173, 123.5 nM",Microtubule disruptor,0.018512785,-0.034196536,-0.0261858,-0.263729792,-0.04932794,-0.047601276,-0.074966352,0.003805137,0.132170636,-0.02818549,-0.055166576,-0.081297015,-0.082011391,0.02368098,-0.01918437,0.01612698,0.024602852,-0.064356611,0.032110836,-0.43167527,0.006892475,0.009594734,0.070841758,0.01239942,-0.05140751,-0.005576843,-0.1419969,-0.006067066,0.008310026,-0.00939411,-0.045220858,-0.372924846,-0.01812594,-0.235744278,-0.032611118,0.065858881,-0.234337685,-0.3559186,0.112214886,-0.230132344,-0.287722574,0.017293385,-0.3240002,-0.2151732,0.0657088,-0.14571371,-0.006472794,-0.025582043,0.01688265,-0.2981651,-0.2239934,-0.015296636,-0.163237361,0.036486913,-0.029911855,-0.03945742,0.014343,-0.348851326,0.046298527,-0.006349822,-0.757503469,-0.5390496,-0.2204412,0.172687717,-0.2625566,-0.042833829,-0.3009917,-0.194054174,-0.152067164,-0.03732155,0.035968291,-0.151660752,-0.020458067,0.039388,-0.05128996,0.049920842,0.005131281,-0.243998305,0.2150644,0.1066252,0.038227331,-0.187982565,-0.038661646,-0.03420715
"Trusted, Agents, Pironetin, BSK-C016173, 370.4 nM",Microtubule disruptor,0.024316586,-0.032193892,-0.02471123,-0.338458114,-0.07203372,-0.024640496,-0.094430795,0.000555214,0.108098728,-0.03182577,-0.118114003,-0.161869189,-0.133617352,0.03186009,-0.02643354,-0.02843293,-0.01369847,-0.031535128,0.051969849,-0.389727289,0.000589108,-0.04985136,0.018086076,0.003015796,0.01640746,-0.0693308,-0.125261,-0.006878423,0.000370168,-0.036050611,-0.050641243,-0.513278068,-0.08725759,-0.327504954,-0.106695754,0.020734867,-0.310308852,-0.4100067,0.147653308,-0.329420912,-0.404243239,-0.002837523,-0.3977199,-0.2595463,-0.003754713,-0.195790835,-0.017776337,-0.046407289,0.000121358,-0.2816293,-0.3535673,-0.047842068,-0.211543907,0.01173612,-0.077587199,-0.05423491,-0.012529977,-0.423573456,0.001403475,-0.01413938,-0.871677995,-0.5501996,-0.2970885,0.12058801,-0.4318474,-0.120802421,-0.3374264,-0.303203426,-0.214892495,-0.07946537,0.035075658,-0.147172017,-0.022222282,-0.007826645,-0.05453413,0.030812149,-0.004795501,-0.264693499,0.2149451,0.1203711,0.044086071,-0.168478663,-0.075543881,-0.03345695
"Trusted, Agents, Pironetin, BSK-C016173, 41.2 nM",Microtubule disruptor,0.027213598,0.011049917,-0.01201152,-0.187799126,-0.03941344,-0.060108206,-0.064344613,0.003885919,0.16712383,0.01186053,-0.002586818,-0.019844509,0.005179662,0.01760428,-0.007039464,0.02517002,0.070408413,-0.050753045,0.04375304,-0.474696917,0.022066151,0.01747661,0.062785085,-0.01726814,-0.02409678,0.01637173,-0.09015656,-0.002095346,0.018271702,0.007101181,0.002051813,-0.165516469,0.03105819,-0.157227319,-0.009346703,0.083494119,-0.176728634,-0.2580848,0.093547346,-0.167976861,-0.030296578,0.019627484,-0.2393945,-0.1476364,0.07363276,-0.073224485,-0.015403654,-0.014249344,0.009979668,-0.286947,-0.1897267,0.011397259,-0.055499325,0.025084291,0.01167001,-0.008512877,0.018317921,-0.317096511,0.039619651,0.003014501,-0.501528716,-0.5540977,-0.1833407,0.20793512,-0.1237498,-0.019819407,-0.2183842,-0.13931387,-0.090696828,-0.008292735,0.03541801,-0.053173398,-0.019600497,0.045358871,-0.02100282,0.031363066,-0.011757398,-0.13543929,0.1826978,0.05085645,0.042885878,-0.19086314,-0.046687355,-0.021208
"Trusted, Agents, Vincristine Sulfate, BSK-C016173, 1111.1 nM",Microtubule disruptor,-0.018208736,-0.081192356,-0.0344403,-0.289638938,-0.04933174,0.00199881,-0.119651814,-0.005277336,0.118535111,0.003891129,-0.102470891,-0.098766201,-0.130221649,0.01631321,-0.02509526,0.05968023,0.052187916,-0.029730525,0.103245559,-0.450347014,-0.001544282,0.06427114,0.094058118,-0.01097996,-0.03520996,-0.04214818,-0.1102668,-0.0143504,0.027268558,0.002056522,0.010952141,-0.33616286,0.01505924,-0.269444447,-0.007767655,0.139643862,-0.136393218,-0.152879,0.155013345,-0.186635268,-0.265956023,0.04416681,-0.3748272,-0.2095163,0.1167112,-0.148654058,0.090184372,-0.027555707,0.001191289,-0.3192597,-0.1799214,-0.00040808,-0.122173434,0.026352415,-0.033268209,-0.01201556,0.042153931,-0.302131694,0.081896645,0.007534899,-0.702724643,-0.4660461,-0.1783155,0.188216621,-0.09845839,-0.019960866,-0.3424335,-0.111434544,-0.10854482,-0.02487939,0.014100552,-0.154333127,-0.008542637,0.012554266,-0.06156756,0.079210098,-0.005686545,-0.205892964,0.201907,0.09347769,-0.007138387,-0.14133671,-0.077190147,-0.02852499
"Trusted, Agents, Vincristine Sulfate, BSK-C016173, 123.5 nM",Microtubule disruptor,-0.006001921,-0.033238025,-0.01357325,-0.309382759,-0.06062013,-0.024371077,-0.059744599,0.004731275,0.220462128,-0.02104607,-0.066679656,-0.04738268,-0.060082193,0.02261721,-0.02045089,0.08767017,0.067207353,-0.050673477,0.03817117,-0.48091243,0.005908887,0.04284609,0.057490284,-0.01318747,-0.01041615,-0.04887802,-0.1445047,0.001693998,0.045619548,0.003035901,0.030749309,-0.271298123,0.0109316,-0.23927601,0.009295875,0.133896858,-0.082201551,-0.1916794,0.124908759,-0.165573967,-0.151952576,0.040271649,-0.3478995,-0.1439155,0.1195929,-0.155716642,0.07852493,-0.001418355,-0.000348258,-0.3256554,-0.1377859,0.028089349,-0.086770439,0.049285211,-0.04790279,0.01585993,0.063068551,-0.263410148,0.094997574,0.01012719,-0.621937826,-0.4825,-0.1409055,0.201597613,-0.05295493,0.018863333,-0.3068034,-0.102417539,-0.108981479,-0.02543543,0.021542164,-0.104504154,-0.027670869,0.029548727,-0.06963711,0.069690407,0.015889261,-0.185832602,0.2211088,0.1170527,-0.011101743,-0.112474371,-0.082290945,-0.01722403
"Trusted, Agents, Vincristine Sulfate, BSK-C016173, 370.4 nM",Microtubule disruptor,-0.025936018,-0.094944073,-0.006287936,-0.302249177,-0.05848221,-0.017909314,-0.087789838,0.001323459,0.122111931,-0.001436897,-0.086234025,-0.064219565,-0.037898594,0.02401426,-0.01817929,0.0861789,0.054330884,-0.042961632,0.084104992,-0.440934551,-0.002898405,0.04539949,0.048430391,-0.02239206,-0.0217444,-0.04668498,-0.1340589,-0.002290614,0.041754138,-0.001793412,0.031414494,-0.333670969,-0.009433173,-0.278587443,0.009800973,0.125873226,-0.112131356,-0.2137962,0.141789955,-0.184454508,-0.242378164,0.045439987,-0.3692249,-0.1896643,0.09623596,-0.196962702,0.198191437,-0.006612414,0.003020156,-0.3157756,-0.1531497,0.025080282,-0.125180205,0.034242139,-0.055181026,0.01249707,0.057042797,-0.281926981,0.099020655,0.01256987,-0.710463169,-0.4739506,-0.1572916,0.189998233,-0.1005901,-0.001172251,-0.3432451,-0.100199459,-0.104662261,-0.01216034,0.022906979,-0.134048011,-0.022553541,0.051770798,-0.02412982,0.069306503,-0.00833264,-0.191235802,0.2100879,0.1020776,-0.032309185,-0.066277344,-0.104660761,-0.02542696
"Trusted, Agents, Vincristine Sulfate, BSK-C016173, 41.2 nM",Microtubule disruptor,0.007634776,-0.012855726,-0.01130688,-0.205270615,-0.03005589,-0.022360928,-0.048187213,0.01272738,0.191861836,-0.01610876,-0.072956091,-0.027921686,-0.030172869,0.009552619,-0.008759248,0.05535583,0.05947704,-0.066132715,0.001886405,-0.259051439,0.011861825,0.06198957,-0.007870523,-0.008316132,-0.01916591,-0.01571873,-0.07844225,0.003320318,0.037502891,-0.013588073,0.035241472,-0.157542903,0.0194568,-0.221096943,0.012915194,0.114702635,-0.079489709,-0.1533155,0.139457399,-0.150309872,0.024899518,0.037833507,-0.2478904,-0.1408582,0.07386254,-0.084380165,0.048975566,-0.012172307,0.01074841,-0.3216853,-0.1535618,0.019797756,-0.040768766,0.027114578,-0.01435699,-0.009760242,0.036769038,-0.239215676,0.068475023,0.001791411,-0.482419775,-0.4585219,-0.170781,0.182931243,-0.04327914,0.00029682,-0.1826153,-0.090892116,-0.117054248,0.001687098,0.032089818,-0.049778983,-0.064310084,0.03273508,-0.06379176,0.046211762,0.019093875,-0.080847252,0.2100361,0.08537481,0.043070001,-0.10763308,-0.05368491,0.01119846
"Trusted, Agents, Epothilone B, BSK-C016173, 111.1 nM",Microtubule stabilizer,-0.045934056,0.018425537,0.02020071,0.026916259,-0.03893837,-0.084144081,-0.102202806,0.000404092,-0.002244373,-0.0416334,-0.014452382,0.031792139,0.003953334,-0.008429362,-0.01294137,-0.01147651,0.035941491,0.009664829,-0.084485687,-0.50602156,-0.014433954,0.035113,0.029468548,-0.01710699,0.02367669,-0.04588248,-0.01820459,0.000990013,0.00775855,0.007304726,-0.010955507,-0.043959282,-0.006695595,-0.050406312,0.022837915,-0.013908487,-0.021338879,-0.0182177,0.054025085,-0.089112272,0.097129959,-0.008322451,-0.0174415,-0.05455373,0.02446721,-0.034456453,-0.052251016,0.036270143,0.002049183,-0.3055574,-0.1282853,-0.063722986,-0.051767034,-0.01181979,-0.000399452,-0.01678,0.00582776,-0.136780933,-0.054062568,0.02298087,-0.064425636,-0.4956832,-0.1629813,0.12129331,-0.01901717,-0.002540043,-0.07671185,-0.182760037,-0.11621962,-0.01877859,-0.046264314,0.03979241,-0.041445377,-0.083449209,-0.03649511,-0.00295642,0.039030617,0.091842949,0.138301,-0.02372277,0.005108672,-0.316833928,-0.014779932,-0.04762554
"Trusted, Agents, Epothilone B, BSK-C016173, 12.3 nM",Microtubule stabilizer,-0.105548881,0.035430196,0.002100127,0.011981071,-0.03973786,-0.112502205,-0.136134216,0.006557763,-0.098822401,-0.009640751,0.051341521,-0.016079655,0.004178085,0.02547337,-0.004966107,0.04812409,0.03165672,-0.024537492,-0.059736198,-0.550621961,-0.009891949,0.00890266,-0.004931306,-0.01273914,0.001177333,-0.03382661,-0.01145297,0.009385194,-0.001242828,0.008696873,-0.006549043,-0.032888686,0.02449441,-0.004314308,0.048807188,-0.046301143,0.020458895,0.05690492,0.02438481,-0.082593288,0.06815143,-0.037776283,-0.01295851,-0.1078143,-0.01498014,-0.053571468,-0.065816883,-0.004572526,-0.01016547,-0.3130396,-0.08982883,-0.135531415,-0.060344834,-0.013400347,-0.033178878,-0.03958888,-0.032223967,-0.162839418,-0.064167312,-0.005550413,-0.076708401,-0.5113698,-0.1840337,-0.028710103,-0.05369693,-0.01357761,-0.04562148,-0.207025454,-0.108899816,-0.08115196,-0.0150127,0.026134352,-0.048849445,-0.169621336,0.02574126,-0.018338271,0.004475708,0.039281344,0.06845028,-0.06211989,-0.035987631,-0.237898466,-0.057880307,-0.03107159
"Trusted, Agents, Epothilone B, BSK-C016173, 333.3 nM",Microtubule stabilizer,-0.068340476,-0.01043181,0.008567158,0.041672134,-0.02316739,-0.100968298,-0.118293682,0.001742764,-0.006853642,-0.06160258,-0.032321063,0.021294241,-0.009303899,-0.02028132,0.003782853,0.001191844,0.011203167,-0.013726183,-0.063430556,-0.457626017,0.003274412,0.03911509,0.035517159,-0.01996683,0.01643761,-0.04606008,-0.02403511,-3.10E-05,-0.012420706,0.00229498,-0.005380791,-0.048121466,0.007618501,-0.050368328,0.019001631,-0.021013604,-0.032032376,-0.02741811,0.061676126,-0.084442902,0.093104248,0.006202426,-0.000764498,-0.03227452,0.04657228,-0.011751443,-0.019150636,0.017904642,0.003874586,-0.2755957,-0.0887717,-0.051992573,-0.054000863,-0.00944201,-0.001933713,-0.01849816,0.004945563,-0.112720527,-0.043060559,0.01914076,-0.075319097,-0.4199131,-0.1265002,0.106213748,-0.02369582,-0.008569185,-0.1185045,-0.190758832,-0.110584022,-0.0338015,-0.033484625,0.009298088,-0.034502124,-0.078004095,-0.03826807,0.004438167,0.038660565,0.088925663,0.1502932,0.002204628,-0.023083788,-0.270076324,-0.023257431,-0.03041553
"Trusted, Agents, Epothilone B, BSK-C016173, 37 nM",Microtubule stabilizer,-0.08758898,0.023954158,0.009278129,0.011194834,-0.03810377,-0.091273023,-0.116531253,0.005415422,-0.028549211,-0.03242639,0.009894898,-0.015358269,0.000411343,0.01849883,-0.02232202,-0.03273506,0.030145866,-0.016904352,-0.064064609,-0.498122921,-0.007377146,0.03293873,0.001729089,-0.02829419,0.01379115,-0.04536786,-0.01067561,0.005166158,0.015683193,-0.012134316,0.008874021,-0.037131305,-0.0210917,-0.056462396,0.035537057,-0.020227025,0.023480287,0.007449718,0.007163716,-0.104166798,0.076578109,-0.011552569,-0.01756079,-0.0750176,0.03881319,-0.044042536,-0.048988292,0.027328102,-0.00230615,-0.2732173,-0.1280784,-0.061307423,-0.039705532,-0.018154745,-0.005737602,-0.0282897,0.009891449,-0.166110479,-0.045015625,0.009357819,-0.086694874,-0.4892748,-0.1906201,0.10993812,-0.04035247,-0.015036229,-0.08026666,-0.163973157,-0.145587203,-0.0456301,-0.036426574,0.015544288,-0.018816926,-0.121993964,-0.02260755,-0.005423179,0.016466964,0.053296627,0.09785768,-0.04305538,-0.008666977,-0.317004103,-0.06079629,-0.03690027
"Trusted, Agents, Epothilone B, BSK-C016173, 4.1 nM",Microtubule stabilizer,-0.081701649,0.032256717,0.009472828,0.013919312,-0.03888958,-0.079666308,-0.067716966,0.001781232,-0.049895753,0.009714144,0.023498023,0.000412891,-0.002713121,-0.001541857,-0.00530629,0.0140677,0.010373162,-0.011473156,-0.086766933,-0.467210809,-0.016631629,0.01969382,-0.002632653,-0.01475421,0.0146778,-0.03381035,0.01583264,0.001405444,0.040839141,-0.007594605,-0.015347466,-0.017956342,0.01514897,0.038808591,0.023855399,-0.034679422,0.017088517,0.07990306,0.019861011,-0.054909739,0.016214465,-0.054582419,0.03185002,-0.04236936,0.01170123,-0.01815256,-0.06760354,-0.000687582,-0.002465011,-0.2501436,-0.04082496,-0.121570501,-0.042035919,-0.049899294,-0.029942136,-0.02272132,-0.029102349,-0.13663756,-0.045203381,-0.008242477,-0.030706743,-0.4309625,-0.09978268,-0.068860424,-0.03261881,-0.003973298,0.01824865,-0.170651436,-0.087686352,-0.03542852,0.005746772,0.019632472,0.010300465,-0.150771708,-0.02218263,-0.018450481,0.00674527,0.088841945,0.08182904,-0.05400011,0.005112242,-0.1767697,-0.044359769,-0.03098408
"Trusted, Agents, Epothilone D, BSK-C016173, 111.1 nM",Microtubule stabilizer,-0.008140233,0.023219101,0.03460923,0.03916019,-0.01971935,-0.019866671,-0.055584236,-0.001704964,-0.069004355,-0.008506597,-0.031312456,0.10354251,-0.017305425,-0.002423513,0.0149523,0.03197787,0.106852483,0.012184095,0.022827512,-0.631456003,-0.024703095,0.06948295,0.058364238,-0.02515691,0.01738497,-0.08652273,-0.02440397,-0.00103381,-0.104908041,-0.039709084,-0.0184,-0.0448,0.002956596,-0.0352,0.0214,-0.0242,-0.0308,-0.0058,-0.027101962,-0.107158144,0.103735524,-0.0252,-0.0234,-0.0568,0.0136,-0.0468,-0.0488,0.014,0.01594239,-0.2940039,-0.1204,-0.0606,-0.0286,0.0211255,0.017055237,0.001,0.012,-0.134231241,-0.0574,0.026,-0.0372,-0.4640996,-0.1826,0.11525,-0.009,-0.01075,-0.065,-0.165,-0.115,-0.008,0.005607036,0.074862047,0.017660958,-0.072011795,0.03392203,0.019245289,0.061950252,0.168363792,0.1584986,-0.02617604,0.04783539,-0.326990119,-0.015669678,-0.04096339
"Trusted, Agents, Epothilone D, BSK-C016173, 12.3 nM",Microtubule stabilizer,-0.099267872,0.02292601,0.01639231,-0.041953084,-0.0520221,-0.071938217,-0.085079486,-0.003656852,-0.06554798,-0.04320732,-0.041612147,-0.02824478,-0.027234762,0.003030871,0.01536094,0.05331663,0.027312149,0.004743054,-0.030505414,-0.620388462,-0.018808684,0.03042608,-0.058183118,-0.01998677,0.01078191,-0.07812276,-0.01857984,-0.005255012,-0.076052182,-0.029550238,-0.04,-0.0505,0.003278668,-0.051,0.023,0.005,-0.013,0.042,0.002910514,-0.068875419,0.12082657,-0.0275,-0.021,-0.059,0.0115,-0.0375,-0.022,-0.02,0.01533224,-0.2460436,-0.075,-0.0695,-0.049,-0.014899391,-0.013845306,-0.015,-0.009,-0.148009092,-0.056,-0.0365,-0.063,-0.3061636,-0.107,0.0345,0.0055,0.003,-0.04,-0.125,-0.0475,0.0215,0.01591806,0.03240313,-0.023258624,-0.148302553,-0.000991748,0.012259314,0.054809355,0.161424905,0.09828579,-0.02744722,0.020952366,-0.164496973,-0.039775035,-0.02293706
"Trusted, Agents, Epothilone D, BSK-C016173, 37 nM",Microtubule stabilizer,-0.077867056,0.006939864,0.01715258,-0.042432423,-0.03939487,-0.030705416,-0.118295093,-0.001001472,-0.063765365,-0.06953808,-0.051228349,0.026802802,-0.009653703,0.006356434,0.001571058,0.04991913,0.044012005,0.008831075,0.046643798,-0.65963424,-0.022232923,0.04834008,-0.043287291,-0.01974254,0.0241554,-0.09564455,-0.06262201,-0.003355379,-0.111405224,-0.026854908,-0.0076,-0.049,0.007161703,-0.0844,0.037,-0.017,0.0224,0.0042,0.025486351,-0.111218873,0.133320868,-0.0066,-0.028,-0.0812,0.0502,-0.0598,-0.0346,0.0164,0.0165818,-0.2937165,-0.1228,-0.0446,-0.0298,0.014652887,0.018251696,-0.0066,0.0164,-0.1558641,-0.0564,-0.0098,-0.0742,-0.3885678,-0.1862,0.1004,-0.0196,-0.01,-0.0912,-0.1542,-0.124,-0.011,0.012542821,0.061466575,0.005815157,-0.11052599,0.009186648,0.017963749,0.056897228,0.139822904,0.1247579,-0.02074991,0.0431073,-0.245595641,-0.031133801,-0.03605595
"Trusted, Agents, Paclitaxel Prodrug, BSK-C016173, 1111.1 nM",Microtubule stabilizer,0.023444935,0.006473313,0.01576228,0.019736855,-0.01553493,-0.047319938,-0.084462922,0.008507679,0.010893446,-0.011327,-0.010874608,0.020493341,0.012263277,0.006323346,0.01235452,0.03382216,0.00930435,0.020464706,-0.021967872,-0.502557822,-0.002516595,0.01755392,0.060660642,-0.0197956,-0.05371964,-0.02749448,0.0240735,-0.002039843,0.033332199,0.003613325,-0.012511446,-0.075509471,-0.003043734,-0.04183469,-0.014039936,0.015091708,-0.01340382,-0.01721922,0.076390679,-0.073633045,0.136749263,-0.031339543,-0.02133962,-0.01867919,5.22E-05,-0.028194429,-0.025398956,0.012399755,-0.01426679,-0.3065881,-0.105087,-0.053149664,-0.069680786,0.003034529,-0.001699553,-0.02176958,-0.07820866,-0.139773973,-0.028067607,0.01594798,-0.119550364,-0.3081205,-0.1359604,0.057885676,-0.07376607,-0.023899844,-0.07806164,-0.123111994,-0.102403838,0.07085604,-0.022453556,-0.014710078,-0.013943664,-0.160033581,-0.01683305,0.007550934,0.016047554,0.014181483,0.04740887,-0.03099718,-0.046365263,-0.202141941,-0.012755788,-0.01893148
